,Z-XX-A-m,Binding,Predicted
87,7-N-23,141.76800208120792,138.68061240375042
88,7-N-24,140.7390023772493,148.99643363959342
89,7-N-25,139.81100293269753,147.62643893763425
90,8-O-12,58.549998322699224,81.62299594328553
91,8-O-13,75.55799676205218,97.1289572688453
92,8-O-14,98.73400214913488,91.45880426800623
93,8-O-15,111.95799813965336,110.83620005350188
94,8-O-16,127.62099807427079,111.23266317540407
95,8-O-17,131.7649926309958,118.59790204571932
96,8-O-18,139.8080033890307,120.16731172234194
97,8-O-19,143.76399529738725,131.26222536908836
98,8-O-20,151.372993958503,127.22893272081762
99,8-O-21,155.17899306089433,133.68527861483395
100,8-O-22,162.03399705538155,148.2777461015433
101,8-O-23,164.77500192981213,149.0673915944621
102,8-O-24,168.38699929650127,152.25059482040257
103,8-O-25,168.1280074480176,163.16257536002993
104,8-O-26,167.899995261468,161.76906861005725
105,8-O-27,166.67099473447354,178.83564407534152
106,8-O-28,165.8429957014397,171.18283957859128
107,9-F-14,73.25900276765228,126.49670036839694
108,9-F-15,97.25000135390088,119.59157118716463
109,9-F-16,111.4220015580617,121.84979013484345
110,9-F-17,128.22200039126724,145.48631139921397
111,9-F-18,137.3719989885986,146.41856019729377
112,9-F-18,137.3719989885986,153.02985126885028
113,9-F-18,137.3719989885986,146.5216070203483
114,9-F-18,137.3719989885986,159.22914251966776
115,9-F-18,137.3719989885986,140.45432693611832
116,9-F-19,147.80300582577289,154.26560076909513
117,9-F-19,143.11999952116608,148.0658095943332
118,9-F-19,142.6960015257597,160.0791069610119
119,9-F-19,142.46600526605548,142.327916899018
120,9-F-19,142.33899333891273,157.11135533251613
121,9-F-19,142.18200159772485,145.4849209857434
122,9-F-20,154.40500143648686,156.25750085797907
123,9-F-21,162.5070032199696,170.76401267148555
124,9-F-22,167.73800428083538,168.20879203291983
125,9-F-23,175.27299857554584,179.53292861951888
126,9-F-24,179.11399235405028,179.85077088984102
127,9-F-25,183.47600061843545,182.79329198176416
128,9-F-26,184.54699393372982,201.92880269125104
129,9-F-27,185.98899330631644,213.29746375415476
130,9-F-28,185.75999689450117,210.7613808290884
131,9-F-29,186.73200526878983,228.4308020809144
132,9-F-30,186.20300762242078,219.44376306685805
133,9-F-31,186.87499913953246,242.04751176375152
134,10-Ne-16,97.32199821321666,116.32642730220034
135,10-Ne-17,112.93099855051935,117.62123812969774
136,10-Ne-18,132.14499731928856,125.56679496380687
137,10-Ne-19,143.78199255938827,151.46013695107402
138,10-Ne-20,160.64700493931025,153.95319517166914
139,10-Ne-20,155.02600071126224,160.0413939484507
140,10-Ne-21,167.40900745750218,162.7272040948868
141,10-Ne-22,177.77199339298159,165.64044839081168
142,10-Ne-23,182.97399886506795,180.1620829036385
143,10-Ne-24,191.84299333773555,179.15284581810982
144,10-Ne-25,196.0730060581565,180.27425333867967
145,10-Ne-26,201.60499257884175,183.78889051718267
146,10-Ne-27,203.03599362464996,202.8861882901639
147,10-Ne-28,206.9379937470034,192.0220442229733
148,10-Ne-29,208.1489970119968,203.70036130160838
149,10-Ne-30,211.22099840553852,202.7497402985692
150,10-Ne-31,211.59200446283074,220.03411075478795
151,10-Ne-32,213.16399968360366,213.17855996848644
152,10-Ne-33,212.5350016257167,235.0895234367028
153,10-Ne-34,213.5069943773821,223.7163786809221
154,11-Na-18,112.49000314100087,126.35098816120625
155,11-Na-19,131.82399927906692,127.76380447353424
156,11-Na-20,145.97500267755987,135.4912226189971
157,11-Na-21,163.07799447767437,162.42200052678587
158,11-Na-22,174.1479978516251,165.3220905739218
159,11-Na-23,186.56699912186713,174.162683117494
160,11-Na-24,193.52700276731701,177.05628977597505
161,11-Na-24-m,193.05499645061792,187.8245265589431
162,11-Na-25,202.53800688546153,191.2705179308206
163,11-Na-26,208.1140023358837,190.61388345237822
164,11-Na-27,214.84099455533922,195.7543357888013
165,11-Na-28,218.38400241769105,207.60134595344962
166,11-Na-29,222.80200216385722,209.74253583025188
167,11-Na-30,225.17800006832928,211.37672471424193
168,11-Na-31,228.96000282138587,215.1745219394192
169,11-Na-32,230.58100621134045,233.1340709278956
170,11-Na-33,232.8530043127388,223.9727459286973
171,11-Na-34,233.02399392437192,234.70992493661495
172,11-Na-35,234.29600353321433,234.15604045138508
173,11-Na-36,233.96700670988113,250.12212708865107
174,11-Na-37,234.7389986385107,243.91268113271147
175,12-Mg-19,110.96900016256423,127.93196639035642
176,12-Mg-20,134.47000298142433,139.11670230956375
177,12-Mg-21,149.2009962686226,141.1717021738142
178,12-Mg-22,168.57900133642556,149.28545216999203
179,12-Mg-23,181.72800092396142,178.16982349441946
180,12-Mg-23-m,172.13200767766685,161.5458681914732
181,12-Mg-24,198.26000146637114,181.465072174415
182,12-Mg-25,205.59099554648998,190.75868954741955
183,12-Mg-26,216.6849952697754,194.3806697703749
184,12-Mg-27,223.12699959563466,208.69213313242048
185,12-Mg-28,231.63100272096696,208.80450666156412
186,12-Mg-29,235.30300658361614,220.87431105659158
187,12-Mg-30,241.66600730362535,227.2562151507512
188,12-Mg-31,244.0440049038753,243.29938381120564
189,12-Mg-32,249.8539960055575,245.8340450775549
190,12-Mg-33,252.0760017125085,247.61366496151686
191,12-Mg-34,256.23201006652414,251.33031828145684
192,12-Mg-35,256.9130002146363,268.94529469120505
193,12-Mg-36,259.7850007851422,260.2340574682653
194,12-Mg-37,260.05599080829325,270.8247275152058
195,12-Mg-38,262.3279889096916,269.8025392749906
196,12-Mg-39,261.7990068859458,284.74939034783847
197,12-Mg-40,263.2710016952008,278.9430236947537
198,13-Al-21,133.2290042797625,148.3809491508305
199,13-Al-22,149.2209932264015,162.4172356266901
200,13-Al-23,168.7029980972782,164.57973476162553
201,13-Al-23-m,168.15300364524126,174.46940208005162
202,13-Al-24,183.59999737928808,173.1319336797297
203,13-Al-24-m,183.1739996881038,178.18719585148992
204,13-Al-25,200.53199956776947,205.68923060157897
205,13-Al-26,211.89700493682923,209.56670320540667
206,13-Al-26-m,211.6689927502796,215.5581979441792
207,13-Al-27,224.95500274384767,219.51264321283253
208,13-Al-28,232.68099923059344,223.11257991436125
209,13-Al-29,242.1170011920333,237.44847705919298
210,13-Al-30,247.8450047668219,237.53426088353993
211,13-Al-31,254.99899452535064,243.5724516432509
212,13-Al-32,259.1759996850342,259.3328820678592
213,13-Al-32-m,258.2159894854129,245.9281088922322
214,13-Al-33,264.71800030723216,261.5992247796357
215,13-Al-34,267.1889993837774,285.98076551356917
216,13-Al-35,272.33099835990373,287.3320599354804
217,13-Al-36,274.6219935711921,290.58706473794587
218,13-Al-37,278.5739860879928,307.7795741693676
219,13-Al-38,280.4450139406771,298.48061385920647
220,13-Al-39,283.2169984770418,308.6488794183135
221,13-Al-40,283.38800371129815,307.05627795745437
222,13-Al-41,285.05999934358897,321.2728963736594
223,13-Al-42,285.13198839159315,315.2201297064424
224,14-Si-22,134.45800480675697,121.77956644326821
225,14-Si-23,150.92000037431717,154.7464494905621
226,14-Si-24,172.006995446302,170.7649187836349
227,14-Si-25,187.00899437927455,173.9709622847885
228,14-Si-26,206.05000384063274,182.84759622023256
229,14-Si-27,219.35999456091227,216.38290060370417
230,14-Si-28,236.54100574161114,221.45950327884407
231,14-Si-29,245.01399795976283,231.85749951305988
232,14-Si-30,255.62400881430509,236.44484849541635
233,14-Si-31,262.2110067066849,250.7593426463753
234,14-Si-32,271.41401286475366,251.78435858140142
235,14-Si-33,275.8969871010781,267.3191045903266
236,14-Si-34,283.4339967141897,269.8688416881264
237,14-Si-35,285.9079953344018,292.9899491770566
238,14-Si-36,292.0999908201546,288.95765637667483
239,14-Si-37,294.27100428476933,291.06399218097334
240,14-Si-38,299.8330018647463,294.884348474145
241,14-Si-39,301.9339947318882,311.97856035998467
242,14-Si-40,306.40600188668077,304.14943893706806
243,14-Si-41,306.37700629790135,314.6142218857408
244,14-Si-42,309.64900851447885,313.63643314084413
245,14-Si-43,309.4210119505525,327.8355229737461
246,14-Si-44,311.3919933468849,322.62819018712645
247,15-P-24,149.9790029072091,161.21548095466943
248,15-P-25,171.1799962611571,186.10970931628347
249,15-P-26,187.15200387264045,205.44597073472292
250,15-P-27,206.91399739766868,208.8438288043216
251,15-P-28,221.4239930561632,217.407369746916
252,15-P-29,239.2889939286411,255.40872906571627
253,15-P-30,250.60900614269823,260.9302328061909
254,15-P-31,262.9199925956876,289.9338203687519
255,15-P-32,270.8560040069819,300.2861516751648
256,15-P-33,280.9599980939776,304.2983225367815
257,15-P-34,287.2510097659827,317.74405823060874
258,15-P-35,295.6229861021042,318.4050201756955
259,15-P-36,299.08799020649496,320.0395840026439
260,15-P-37,305.8989852712453,315.75761043724424
261,15-P-38,309.739994672373,317.7227489724756
262,15-P-39,315.9219916792363,321.3134214584083
263,15-P-40,319.2329879634828,338.1039295479805
264,15-P-41,324.4750029737503,330.12017539998897
265,15-P-42,326.36599653896695,340.31534311635795
266,15-P-43,329.5380139666498,338.98782632705576
267,15-P-44,331.30999438783533,352.59625601956253
268,15-P-45,333.5809926413447,347.33143197932844
269,15-P-46,334.0530145806671,365.08279389017827
270,16-S-26,171.33900332074614,174.62598763303458
271,16-S-27,187.87100386315586,198.7435997695327
272,16-S-28,209.41299221510442,206.32874268492313
273,16-S-29,224.71399253474178,210.17315781792254
274,16-S-30,243.68799656491728,219.22453079458327
275,16-S-31,256.740995132491,257.0258580451012
276,16-S-32,271.78398782891037,263.84888252976543
277,16-S-33,280.42598558554056,292.06602723717697
278,16-S-34,291.8429986674488,292.11814430838825
279,16-S-35,298.8299982059002,302.9996138647795
280,16-S-36,308.71899375152594,308.10033787024025
281,16-S-37,313.02299521572894,321.43718387991197
282,16-S-38,321.05899141591794,322.8098500504494
283,16-S-39,325.4290140860379,325.0935651192964
284,16-S-40,333.2109864319414,328.9049852719605
285,16-S-41,337.4320005213619,345.4630599725992
286,16-S-42,344.1640076028854,338.00428845679767
287,16-S-43,346.52599201428893,348.17230405393246
288,16-S-44,351.7270132611096,347.0773768797964
289,16-S-45,353.999011362508,360.4022559600473
290,16-S-46,358.0699857780934,355.5640545159281
291,16-S-48,361.71299405196316,363.8918500734568
292,16-S-49,360.9850110530705,381.2724246437401
293,17-Cl-28,186.10000766723604,217.0600475864932
294,17-Cl-29,207.63199754029515,229.89748519825937
295,17-Cl-30,224.4029929734096,239.33370587642492
296,17-Cl-31,243.9849982558042,246.64309386856854
297,17-Cl-32,258.31600551955404,256.4419468779564
298,17-Cl-33,274.06098516975345,296.83261457625036
299,17-Cl-34,285.5679845616669,304.38715277266505
300,17-Cl-34-m,285.4220067698807,307.4626848790646
301,17-Cl-35,298.2139981705696,304.807463828981
302,17-Cl-36,306.7940053580851,315.83844189001627
303,17-Cl-37,317.1059990512282,321.1399790949226
304,17-Cl-38,323.2130074664206,334.51394445747144
305,17-Cl-38-m,323.2130074664206,322.65462366569045
306,17-Cl-39,331.28699788638954,336.00734226059916
307,17-Cl-40,337.1179857937396,338.3636712823809
308,17-Cl-41,344.94001454569405,342.2463305971325
309,17-Cl-42,350.61099554556614,358.8305575691164
310,17-Cl-43,357.94300509619717,351.57647366333015
311,17-Cl-44,362.0750014782548,361.70296432782715
312,17-Cl-45,368.27599559500817,360.63162731482095
313,17-Cl-46,372.6880118764639,373.8517098382116
314,17-Cl-47,376.5589854690135,369.07656130158904
315,17-Cl-48,378.83101481565836,386.14637064988915
316,17-Cl-49,382.20200197324164,377.3413039516211
317,17-Cl-50,382.9740095244945,394.5842119656951
318,17-Cl-51,384.84500613193217,385.32952616986637
319,18-Ar-30,207.96099436362834,236.5252268921137
320,18-Ar-31,224.84200430977344,250.96181184388698
321,18-Ar-32,246.4040052421242,249.4693982660249
322,18-Ar-33,261.65899693624675,257.4602919528484
323,18-Ar-34,278.72399451658134,270.5256792606712
324,18-Ar-35,291.4659935228229,314.375695673734
325,18-Ar-36,306.72098521694545,322.4996159976572
326,18-Ar-37,315.5089920106084,333.64757626169927
327,18-Ar-38,327.34700354425615,338.9546126299948
328,18-Ar-39,333.94599961130325,352.216501293242
329,18-Ar-40,343.815998047039,353.7474558826984
330,18-Ar-41,349.91500767911975,356.08225692962117
331,18-Ar-42,359.3420110095591,359.8579325202555
332,18-Ar-43,364.99999398687487,376.3303640001566
333,18-Ar-44,373.7350088424236,369.1398954163045
334,18-Ar-45,378.90400371155147,379.14081143499914
335,18-Ar-46,386.92500219340627,377.90796774268154
336,18-Ar-47,391.18701004627354,390.8239402815998
337,18-Ar-48,397.047993390292,386.05575943495336
338,18-Ar-49,399.51999231472615,402.8711387407631
339,18-Ar-50,403.9909996216298,394.02942136831587
340,18-Ar-51,405.3630096419901,410.98259221132105
341,18-Ar-52,408.6340120106787,401.7071908170432
342,18-Ar-53,409.10600270475453,413.47265088824935
343,19-K-32,223.02100009678304,244.078030977346
344,19-K-33,244.73299383509905,258.3508439694345
345,19-K-34,261.063993706584,257.6244857233614
346,19-K-35,278.8040135929436,265.6464528078586
347,19-K-36,293.132989915669,278.4846559281648
348,19-K-37,308.5790150470734,323.72652309313423
349,19-K-38,320.64999113884573,332.1299946377576
350,19-K-38-m,320.5200109132827,334.70060356023913
351,19-K-38-m,317.1919859696776,328.79597060681886
352,19-K-39,333.72900137415536,343.2338678589464
353,19-K-40,341.5290022273064,348.5780548253656
354,19-K-41,351.62399768330164,361.63725557437544
355,19-K-42,359.1580077527464,363.3423711679876
356,19-K-43,368.8010094724447,373.5228848637343
357,19-K-44,376.0889944707156,389.7986275167317
358,19-K-45,384.9589887912721,405.61825206089026
359,19-K-46,391.84100430138415,407.3786404956133
360,19-K-47,400.19001538130647,410.3292853516341
361,19-K-48,404.689987031743,424.69466238656645
362,19-K-49,410.9570023544133,418.1168818419129
363,19-K-50,414.10899157907073,426.72775933299965
364,19-K-51,418.77999970901016,425.08044744546714
365,19-K-52,421.0519978104085,436.0910848510117
366,19-K-53,424.9230026482046,431.5303099508286
367,19-K-54,426.3949974574596,446.3872059589178
368,19-K-55,429.0659973570407,437.57317187489576
369,20-Ca-34,245.58200529642406,258.24486009320617
370,20-Ca-35,262.2530003180206,273.36799684697394
371,20-Ca-36,281.36499897949403,274.4236487462223
372,20-Ca-37,296.1579984584302,282.95747545936706
373,20-Ca-38,313.1270106414259,296.1348457307518
374,20-Ca-39,326.41298938974745,343.19837325888875
375,20-Ca-40,342.05698440316326,351.8297476316989
376,20-Ca-41,350.4199933535308,362.93455821028357
377,20-Ca-42,361.90099670033163,368.4443449833096
378,20-Ca-43,369.83300872007015,381.0505833933801
379,20-Ca-44,380.9650026631356,382.8814923495204
380,20-Ca-45,388.3789997406602,399.29452661576875
381,20-Ca-46,398.7750119017214,401.4314202711732
382,20-Ca-47,406.0519985732139,417.16927600516385
383,20-Ca-48,415.9969856006206,416.9727434044928
384,20-Ca-49,421.14401506143815,419.1452253956944
385,20-Ca-50,427.49698605731135,422.3886382116974
386,20-Ca-51,431.85801009643086,436.5157702418417
387,20-Ca-52,436.5690121419281,430.85188191293184
388,20-Ca-53,440.0410151815415,439.4640717043728
389,20-Ca-54,444.1119895971269,438.23741457086805
390,20-Ca-55,446.38398769852523,449.0734222935588
391,20-Ca-56,449.75500610135504,445.09115313287083
392,20-Ca-57,451.5269865225405,459.8107887729556
393,21-Sc-36,260.2419937608838,284.9712315981985
394,21-Sc-37,279.41401454094057,301.652256343931
395,21-Sc-38,295.1849902362526,304.2891676795483
396,21-Sc-39,312.5250084765405,313.1008271248341
397,21-Sc-40,326.95100128974025,326.6790426639468
398,21-Sc-41,343.1420068341494,377.04556769321863
399,21-Sc-42,354.6919996852875,385.5005938946158
400,21-Sc-42-m,354.0759996499569,387.48410463480656
401,21-Sc-43,366.83099667875473,396.25508276911086
402,21-Sc-44,376.52998988023404,401.3909889221639
403,21-Sc-44-m,376.25999970497196,409.39458380170174
404,21-Sc-45,387.85298601533475,413.37010398913924
405,21-Sc-45-m,387.85298601533475,402.91697551742203
406,21-Sc-46,396.6149967638851,414.8555030091554
407,21-Sc-46-m,396.4719872705192,424.7975842286349
408,21-Sc-47,407.2610021424294,426.13556817552455
409,21-Sc-48,415.49699916565424,439.07663064740603
410,21-Sc-49,425.6239897540957,454.548651823923
411,21-Sc-50,431.68100577484074,456.2100240723938
412,21-Sc-50-m,431.42401362213496,468.85816235806055
413,21-Sc-51,438.43300981414325,470.35174763266747
414,21-Sc-52,443.6469978382737,469.4139528033287
415,21-Sc-53,448.9580023528785,471.092228730172
416,21-Sc-54,453.6300103307069,473.7854752452821
417,21-Sc-55,457.1010135224313,488.0114984806926
418,21-Sc-56,460.8730021739752,481.92239359176165
419,21-Sc-56-m ,460.8730021739752,485.64354622720185
420,21-Sc-57,464.3440053656996,479.9794391815663
421,21-Sc-57-m ,464.3440053656996,493.11987757155305
422,21-Sc-58,466.9159890790284,490.8483793940992
423,21-Sc-59,469.78698980164535,486.4115856321455
424,21-Sc-60,471.85898708000786,502.25892470997576
425,22-Ti-38,280.4029890840948,283.38353564104443
426,22-Ti-39,296.0740112357587,299.1403884849251
427,22-Ti-40,314.4959898728729,302.0429469065369
428,22-Ti-41,329.4170011268408,311.05582573947316
429,22-Ti-42,346.91099594202643,324.34736614167696
430,22-Ti-43,359.18100425419215,374.2889558181465
431,22-Ti-44,375.47999337060753,383.37113660788543
432,22-Ti-45,385.008012583077,394.3748688139469
433,22-Ti-46,398.19800593405967,399.90052817220993
434,22-Ti-47,407.0789985813946,412.03555701936784
435,22-Ti-48,418.70601096522813,414.2096637633891
436,22-Ti-49,426.84799104164546,425.737347508505
437,22-Ti-50,437.78801419003315,426.12672577075665
438,22-Ti-51,444.1600135410429,438.8487278192193
439,22-Ti-52,451.9680131773055,448.70707177799943
440,22-Ti-53,457.40599837380654,462.99692905206985
441,22-Ti-54,464.2369903963358,465.7591338262708
442,22-Ti-55,468.3890149814189,478.56974739389125
443,22-Ti-56,473.7300149326921,478.46516955375677
444,22-Ti-57,476.36198951935773,480.4314954083562
445,22-Ti-58,481.73298490729934,483.15470611488826
446,22-Ti-59,484.20501507698003,495.95241539569207
447,22-Ti-60,488.67599113863713,491.24150708593436
448,22-Ti-61,490.74798841699965,501.3517814674825
449,22-Ti-62,494.91901011197274,497.70652353586263
450,22-Ti-63,496.4909897101224,512.4336580351145
451,23-V-40,294.5629911135883,314.1077364394963
452,23-V-41,313.1350094245375,332.56021043722336
453,23-V-42,329.1760065403581,337.42806362029916
454,23-V-43,347.097998742506,346.8523173690439
455,23-V-44,361.26899909877784,360.6312836171091
456,23-V-44-m ,361.26899909877784,373.07232840877776
457,23-V-45,377.0999969126732,413.0537146227807
458,23-V-46,390.36501010057333,421.40919346873466
459,23-V-47,403.3660009552986,431.75893141968555
460,23-V-48,413.9109904518128,436.67030923117704
461,23-V-49,425.46301424397535,447.7618093347401
462,23-V-50,434.80000001916295,449.51316789321606
463,23-V-51,445.8510062832237,460.02422505199917
464,23-V-52,453.16298763082926,459.7720134220124
465,23-V-53,461.64201018156115,472.11832262620334
466,23-V-54,467.75598628672964,483.0702502135188
467,23-V-55,475.08599614158277,491.0618469183893
468,23-V-56,480.08798516801005,503.4812075089664
469,23-V-56-m ,480.08798516801005,492.62310939697926
470,23-V-57,486.269013572231,517.6619563821555
471,23-V-58,490.36098479348425,520.0705274561346
472,23-V-59,495.32201130171126,533.5685364474058
473,23-V-60,498.8939991302193,532.6894201910496
474,23-V-60-m ,498.8939991302193,535.4857447744608
475,23-V-61,503.7650080831946,534.7213610633612
476,23-V-62,506.8370094767362,537.3549604028464
477,23-V-63,511.4080015725345,552.6025157282949
478,23-V-64,513.9799852858633,547.0951035940051
479,23-V-65,517.951974760443,542.9094903689027
480,24-Cr-42,314.2240000018329,325.53955976825955
481,24-Cr-43,330.4250040251315,344.4102201455385
482,24-Cr-44,349.8269898196459,352.185880951643
483,24-Cr-45,363.4380128676147,361.34836202496297
484,24-Cr-46,381.98400388820477,375.1841633764655
485,24-Cr-47,395.13900256307426,431.262944376275
486,24-Cr-48,411.47198650771384,439.9943660284728
487,24-Cr-49,422.05500146925453,450.37928612701603
488,24-Cr-50,435.0559923239798,455.5093181737215
489,24-Cr-51,444.3159898117185,466.45405935433513
490,24-Cr-52,456.35500201629105,468.37111145515746
491,24-Cr-53,464.2950128191412,481.4481219946892
492,24-Cr-54,474.0150028262884,483.5930769236982
493,24-Cr-55,480.2609900980443,497.22103489528604
494,24-Cr-56,488.5059857522697,496.60859681805977
495,24-Cr-57,493.8209896584303,512.2046928685457
496,24-Cr-58,501.1979923640639,517.0381450351924
497,24-Cr-59,505.3299887461216,527.2011301476359
498,24-Cr-60,512.0110035853088,528.6130403478146
499,24-Cr-61,515.7829922368527,533.2588335638046
500,24-Cr-62,522.0539757058323,548.43339999336
501,24-Cr-63,525.2259931335151,562.7344743109345
502,24-Cr-64,530.9969901675285,565.0443728963733
503,24-Cr-65,533.6690211602449,567.9997982751131
504,24-Cr-66,538.7409995388984,581.845941803217
505,24-Cr-67,541.0120290376544,576.2251719145179
506,25-Mn-44,329.1840053234697,339.2623158178181
507,25-Mn-45,348.7559965043516,359.396284002781
508,25-Mn-46,364.09700636217,368.52989446830753
509,25-Mn-47,382.0589924798757,378.2993769459576
510,25-Mn-48,397.19000303576894,392.63388367731875
511,25-Mn-49,413.5570130538792,448.8880754911453
512,25-Mn-50,426.6399914354981,457.395406235233
513,25-Mn-50-m,426.41099502368274,458.5671654705853
514,25-Mn-51,440.3260030751378,467.38598007732634
515,25-Mn-52,450.8619939406515,472.3944993602783
516,25-Mn-52-m,450.48398894813664,478.8196781208814
517,25-Mn-53,462.9150040156693,482.57110740020875
518,25-Mn-54,471.85498768845207,484.45478957773753
519,25-Mn-55,482.08099446314577,496.8620895031542
520,25-Mn-56,489.3520132925511,498.8331646352262
521,25-Mn-57,498.00100998440394,511.4770848126114
522,25-Mn-58,504.4959906257541,510.97609852975614
523,25-Mn-58-m,504.41600279463836,526.759634814173
524,25-Mn-59,512.1369844193161,526.0418690108955
525,25-Mn-60,517.9089813012183,532.6642990128398
526,25-Mn-60-m,517.6390223712027,538.9680899906755
527,25-Mn-61,524.3599998807013,543.1909475496411
528,25-Mn-62,528.9119948666096,545.2007667874097
529,25-Mn-63,535.3430164883137,561.0177354856133
530,25-Mn-64,539.6149915748239,564.2694907824397
531,25-Mn-64-m,539.4150219970345,575.7747404405475
532,25-Mn-65,545.7859902549088,579.1224811347128
533,25-Mn-66,549.457994117558,579.3533210160732
534,25-Mn-67,554.6300197755993,582.128023888886
535,25-Mn-69,562.6729836657644,599.717972856164
536,26-Fe-45,329.29298874336484,325.3483701047451
537,26-Fe-46,350.145003938824,344.06567881205683
538,26-Fe-47,365.61599402220554,364.36705902792517
539,26-Fe-48,385.2480073216707,372.54718955035514
540,26-Fe-49,399.738990247652,383.0605276121349
541,26-Fe-50,417.7110060894937,397.8079715216309
542,26-Fe-51,431.5249982589186,450.62356146438424
543,26-Fe-52,447.70500547654933,459.31867614011475
544,26-Fe-52,440.74700152687734,460.12427233138686
545,26-Fe-53,458.39100477065153,469.3029696876556
546,26-Fe-53,455.3509985095561,464.60359087386735
547,26-Fe-54,471.76900077000266,474.5065530446917
548,26-Fe-55,481.06799232541033,484.5554617620558
549,26-Fe-56,492.2660074743927,486.73247431400426
550,26-Fe-57,499.9120005073995,499.4965324642957
551,26-Fe-58,509.95700356894736,502.89229710237686
552,26-Fe-59,516.5380023739934,514.1918905478269
553,26-Fe-60,525.3579730548561,512.1547004740984
554,26-Fe-61,530.9389989899695,530.7814604569674
